Age,Gender,City,AdType,Budget,DurationSec,Impressions,CTR,Clicks,ConversionRate,Conversions,Performance
52,Male,Chennai,Video,46729,17,1863186,1.84,34282,3.71,1271,High
28,Male,Hyderabad,Image,20105,11,598553,5.86,35075,1.01,354,High
38,Male,Kolkata,Video,37936,42,1176357,2.91,34231,1.58,540,High
43,Male,Bangalore,Carousel,59445,7,2014527,5.37,108180,2.53,2736,High
21,Female,Chennai,Shorts,31618,13,1244683,1.06,13193,2.99,394,High
51,Male,Hyderabad,Video,64992,18,2318092,5.67,131435,3.93,5165,High
35,Female,Kolkata,Shorts,63100,56,1544892,7.78,120192,1.21,1454,High
57,Male,Mumbai,Video,64355,15,1677088,0.44,7379,0.73,53,High
52,Female,Chennai,Carousel,49932,41,1096138,0.84,9207,2.46,226,High
58,Male,Hyderabad,Video,48583,18,1597881,1.08,17257,0.87,150,High
46,Male,Chennai,Video,54794,23,1293952,3.5,45288,3.5,1585,High
46,Male,Bangalore,Image,69804,12,1755437,2.4,42130,2.92,1230,High
55,Female,Delhi,Shorts,68439,11,2584418,6.47,167211,3.73,6236,High
59,Female,Mumbai,Shorts,25066,11,665141,3.84,25541,0.41,104,High
38,Female,Bangalore,Carousel,36885,59,1155728,3.93,45420,4.83,2193,High
59,Female,Bangalore,Carousel,34190,7,955680,5.76,55047,0.1,55,High
30,Male,Hyderabad,Shorts,60901,7,1308204,2.96,38722,1.69,654,High
58,Male,Chennai,Image,39810,22,1085131,2.89,31360,3.43,1075,High
34,Male,Mumbai,Image,46949,49,1322151,6.08,80386,0.32,257,High
26,Female,Bangalore,Shorts,75619,37,2867029,6.26,179476,0.51,915,High
58,Male,Hyderabad,Video,66813,41,1769816,0.21,3716,0.48,17,High
18,Female,Mumbai,Shorts,70642,32,1948674,1.24,24163,2.95,712,High
19,Female,Chennai,Video,39245,40,1399420,1.78,24909,4.49,1118,High
46,Female,Bangalore,Shorts,8428,20,296514,2.88,8539,2.82,240,High
50,Female,Kolkata,Video,44067,19,1584905,2.4,38037,3.06,1163,High
27,Female,Bangalore,Image,28400,33,1109771,5.38,59705,1.8,1074,High
57,Male,Bangalore,Shorts,20839,22,748361,6.64,49691,0.19,94,High
38,Female,Mumbai,Carousel,66930,53,1884226,1.62,30524,0.21,64,High
45,Female,Mumbai,Video,36622,50,1334155,4.55,60704,4.45,2701,High
28,Male,Mumbai,Image,37901,50,1143622,3.01,34423,0.6,206,High
51,Female,Mumbai,Carousel,44513,23,1137511,4.1,46637,5.0,2331,High
25,Female,Hyderabad,Image,74697,33,1946490,5.0,97324,0.91,885,High
39,Male,Delhi,Video,47575,10,1164505,7.16,83378,3.41,2843,High
25,Male,Hyderabad,Shorts,64273,49,1471861,1.62,23844,4.75,1132,High
32,Male,Bangalore,Image,45269,54,1072433,0.79,8472,1.88,159,High
34,Female,Hyderabad,Shorts,26293,51,559084,5.05,28233,3.7,1044,High
40,Male,Chennai,Shorts,32152,59,1214366,3.21,38981,1.82,709,High
41,Male,Kolkata,Image,49943,31,1928814,1.39,26810,1.59,426,High
36,Male,Mumbai,Image,51614,11,1638008,1.02,16707,1.09,182,High
22,Female,Chennai,Image,58140,31,2140145,4.52,96734,4.12,3985,High
49,Male,Kolkata,Shorts,58146,23,1376419,2.47,33997,1.36,462,High
18,Female,Chennai,Carousel,63502,21,2415218,7.98,192734,1.49,2871,High
40,Female,Bangalore,Video,38462,45,1158775,3.31,38355,4.99,1913,High
54,Male,Mumbai,Carousel,77408,15,1652148,1.78,29408,1.7,499,High
25,Female,Chennai,Shorts,78781,9,1798283,5.07,91172,2.17,1978,High
30,Female,Bangalore,Image,42191,6,1104565,2.03,22422,4.95,1109,High
25,Male,Mumbai,Image,38091,51,795007,4.0,31800,1.91,607,High
40,Female,Delhi,Video,23227,16,608241,3.91,23782,1.89,449,High
18,Male,Bangalore,Video,52563,46,1114269,3.68,41005,4.16,1705,High
41,Female,Hyderabad,Carousel,56786,46,1403795,6.39,89702,1.63,1462,High
52,Female,Mumbai,Carousel,41310,56,1045698,1.81,18927,1.25,236,High
41,Male,Chennai,Video,54241,15,2163550,7.24,156641,2.17,3399,High
34,Male,Kolkata,Shorts,29182,14,721134,6.35,45792,3.53,1616,High
22,Female,Chennai,Carousel,64515,32,1598924,2.73,43650,0.31,135,High
37,Female,Hyderabad,Image,42035,11,1418094,1.53,21696,1.93,418,High
38,Male,Hyderabad,Image,54331,18,2020429,2.31,46671,1.8,840,High
57,Female,Chennai,Shorts,53152,17,1474505,2.73,40253,1.3,523,High
48,Female,Kolkata,Video,20593,9,772506,4.5,34762,3.31,1150,High
53,Female,Mumbai,Carousel,62510,55,1675458,0.47,7874,1.52,119,High
28,Female,Bangalore,Image,38233,46,915318,7.32,67001,3.07,2056,High
32,Male,Hyderabad,Video,53037,12,1410416,0.88,12411,2.57,318,High
36,Male,Hyderabad,Carousel,28851,54,928656,2.31,21451,1.16,248,High
24,Male,Hyderabad,Shorts,42809,5,1170529,0.96,11237,1.41,158,High
45,Male,Kolkata,Image,55448,9,1855196,2.13,39515,0.94,371,High
22,Male,Delhi,Shorts,33810,15,836427,6.72,56207,0.38,213,High
22,Male,Kolkata,Shorts,34632,56,1178179,4.96,58437,3.13,1829,High
47,Female,Mumbai,Shorts,51876,47,1397994,1.9,26561,3.4,903,High
49,Male,Mumbai,Carousel,47487,52,1382704,6.99,96651,0.91,879,High
25,Female,Mumbai,Shorts,55239,14,1720983,6.43,110659,3.12,3452,High
27,Female,Mumbai,Carousel,44482,19,1500163,6.05,90759,4.91,4456,High
55,Female,Mumbai,Carousel,59622,43,1477103,6.8,100443,0.46,462,High
49,Male,Chennai,Shorts,41495,51,1523675,5.0,76183,2.5,1904,High
45,Female,Hyderabad,Shorts,58955,33,2030258,4.06,82428,3.69,3041,High
34,Male,Kolkata,Video,36398,29,898380,3.05,27400,0.33,90,High
48,Female,Chennai,Image,40835,52,1612967,1.87,30162,3.91,1179,High
25,Female,Kolkata,Video,60960,10,2029722,4.5,91337,4.9,4475,High
57,Male,Delhi,Image,42284,15,1228296,7.13,87577,0.53,464,High
42,Female,Bangalore,Image,32431,21,750807,4.79,35963,4.13,1485,High
26,Female,Hyderabad,Video,75951,19,2329016,7.36,171415,1.96,3359,High
19,Female,Delhi,Video,49472,20,1152499,2.92,33652,0.81,272,High
32,Female,Chennai,Image,57071,6,1631672,5.59,91210,2.52,2298,High
20,Male,Bangalore,Image,16068,40,452726,5.22,23632,0.45,106,High
53,Female,Delhi,Image,69977,23,2407128,5.4,129984,2.66,3457,High
21,Female,Kolkata,Carousel,89693,42,2138979,5.2,111226,0.19,211,High
31,Male,Bangalore,Image,68632,54,2500800,1.85,46264,3.67,1697,High
58,Female,Kolkata,Shorts,70770,25,1877022,1.23,23087,2.49,574,High
58,Female,Delhi,Shorts,43868,15,1266910,7.83,99199,2.35,2331,High
42,Female,Chennai,Shorts,53777,45,1906235,0.46,8768,1.06,92,High
27,Female,Kolkata,Video,57321,7,1863387,3.8,70808,1.87,1324,High
38,Male,Bangalore,Video,39535,38,1034277,3.46,35785,0.99,354,High
53,Female,Delhi,Video,48139,22,1334611,2.94,39237,3.7,1451,High
29,Male,Kolkata,Image,34985,19,913661,6.28,57377,1.08,619,High
44,Female,Chennai,Shorts,44067,29,1405547,5.99,84192,3.12,2626,High
57,Female,Hyderabad,Image,62613,58,1668802,7.25,120988,1.47,1778,High
19,Female,Chennai,Carousel,23513,54,811546,3.22,26131,3.32,867,High
30,Male,Chennai,Carousel,64296,55,2031497,4.56,92636,2.75,2547,High
49,Female,Hyderabad,Video,26339,19,603548,7.15,43153,2.17,936,High
48,Female,Chennai,Carousel,50786,34,1330888,7.95,105805,3.4,3597,High
33,Male,Hyderabad,Shorts,52151,21,1274006,7.76,98862,2.14,2115,High
49,Male,Hyderabad,Carousel,58592,22,1629231,5.77,94006,4.12,3873,High
49,Male,Kolkata,Video,47291,35,1433875,1.23,17636,3.68,649,High
51,Male,Kolkata,Image,34329,54,1034530,0.28,2896,2.75,79,High
28,Female,Hyderabad,Carousel,52767,47,1851641,6.62,122578,4.4,5393,High
27,Female,Delhi,Shorts,82587,22,1964216,6.74,132388,4.16,5507,High
32,Female,Bangalore,Shorts,49783,59,1938058,6.0,116283,2.71,3151,High
34,Female,Delhi,Shorts,36779,39,987779,2.31,22817,0.44,100,High
57,Male,Hyderabad,Image,42992,17,1118028,5.15,57578,2.87,1652,High
35,Female,Bangalore,Shorts,52253,18,1761131,2.6,45789,1.84,842,High
26,Female,Kolkata,Video,45970,40,1660016,3.66,60756,2.75,1670,High
42,Female,Bangalore,Video,43886,22,1209919,3.12,37749,3.27,1234,High
57,Female,Hyderabad,Shorts,69911,9,2442493,7.32,178790,3.26,5828,High
31,Male,Kolkata,Carousel,57759,18,2176062,1.95,42433,3.4,1442,High
42,Female,Bangalore,Shorts,48222,29,1703983,4.66,79405,3.43,2723,High
39,Female,Bangalore,Video,48337,48,999801,2.95,29494,0.64,188,High
47,Female,Delhi,Video,52597,43,1922307,5.34,102651,1.04,1067,High
37,Male,Bangalore,Video,58404,16,2072761,4.56,94517,3.19,3015,High
38,Male,Hyderabad,Carousel,69234,44,2311456,7.4,171047,2.1,3591,High
49,Female,Mumbai,Carousel,43821,57,1542529,0.9,13882,3.84,533,High
38,Female,Mumbai,Carousel,35083,57,1388910,1.84,25555,0.71,181,High
52,Female,Mumbai,Video,41658,32,1192357,6.15,73329,1.04,762,High
49,Male,Hyderabad,Image,36866,39,786887,3.01,23685,2.84,672,High
47,Female,Mumbai,Shorts,27109,58,792091,1.41,11168,2.55,284,High
56,Female,Delhi,Shorts,71158,5,1489263,4.08,60761,1.41,856,High
29,Female,Hyderabad,Video,62818,7,1626064,5.25,85368,2.1,1792,High
58,Male,Kolkata,Carousel,15747,47,499779,0.45,2249,0.27,6,High
35,Female,Hyderabad,Image,53269,54,1395251,2.4,33486,0.28,93,High
38,Female,Hyderabad,Image,44348,11,1494911,6.49,97019,0.57,553,High
30,Male,Bangalore,Carousel,42561,13,1550924,4.21,65293,2.93,1913,High
38,Male,Bangalore,Shorts,12702,40,360853,0.38,1371,4.33,59,High
25,Female,Bangalore,Shorts,49621,27,1885748,2.33,43937,1.38,606,High
57,Male,Chennai,Image,51153,28,1104760,5.15,56895,0.27,153,High
24,Female,Delhi,Image,32346,14,1190426,1.67,19880,3.57,709,High
40,Male,Hyderabad,Carousel,74341,54,2718766,6.64,180526,4.29,7744,High
49,Male,Hyderabad,Shorts,61870,59,1635841,5.44,88989,0.78,694,High
28,Female,Bangalore,Image,34004,52,883255,3.82,33740,1.99,671,High
39,Female,Hyderabad,Shorts,65345,16,1705648,7.33,125023,0.88,1100,High
39,Female,Kolkata,Image,43016,23,1558403,3.2,49868,0.62,309,High
42,Male,Hyderabad,Carousel,65826,36,2411431,1.96,47264,3.28,1550,High
39,Female,Mumbai,Shorts,28356,28,754126,5.33,40194,4.84,1945,High
45,Female,Kolkata,Image,52550,26,1673841,4.63,77498,3.42,2650,High
46,Female,Kolkata,Image,31755,7,723358,2.75,19892,4.93,980,High
30,Female,Hyderabad,Image,37439,44,1099804,2.81,30904,2.23,689,High
35,Female,Chennai,Image,21025,31,840493,3.25,27316,4.5,1229,High
19,Male,Bangalore,Carousel,31483,23,729678,2.4,17512,1.1,192,High
46,Female,Delhi,Shorts,31395,13,1222896,5.71,69827,0.68,474,High
38,Female,Delhi,Shorts,29519,55,1077030,5.25,56544,3.54,2001,High
32,Male,Mumbai,Video,52829,53,2083811,3.58,74600,1.92,1432,High
44,Female,Delhi,Shorts,23507,17,554570,3.24,17968,1.66,298,High
48,Female,Delhi,Video,54482,6,1322302,2.98,39404,3.39,1335,High
32,Female,Bangalore,Image,65088,40,1323724,2.34,30975,1.73,535,High
40,Female,Bangalore,Carousel,36664,33,1264695,0.78,9864,2.91,287,High
41,Female,Chennai,Carousel,48725,15,1602196,2.22,35568,1.57,558,High
30,Male,Mumbai,Image,44965,38,1059442,2.64,27969,3.94,1101,High
39,Male,Delhi,Video,43827,8,1570020,4.43,69551,1.63,1133,High
54,Male,Chennai,Image,11667,8,303170,6.21,18826,2.72,512,High
50,Female,Mumbai,Carousel,33097,56,751318,3.23,24267,0.21,50,High
20,Male,Kolkata,Carousel,71921,5,2046253,7.56,154696,3.98,6156,High
36,Female,Delhi,Shorts,54857,29,1196960,6.64,79478,3.14,2495,High
40,Female,Delhi,Video,46379,30,1171768,7.88,92335,1.04,960,High
46,Female,Bangalore,Shorts,19688,15,540003,7.02,37908,1.16,439,High
47,Male,Hyderabad,Carousel,58897,27,2181404,4.97,108415,1.39,1506,High
56,Male,Mumbai,Carousel,36325,6,1302293,4.83,62900,2.92,1836,High
42,Male,Delhi,Shorts,31437,23,907145,1.12,10160,2.79,283,High
54,Female,Mumbai,Shorts,32941,33,1136206,5.81,66013,1.44,950,High
25,Male,Chennai,Carousel,57659,44,1808957,4.84,87553,3.5,3064,High
59,Female,Chennai,Shorts,48935,59,1312297,4.1,53804,4.46,2399,High
33,Male,Hyderabad,Shorts,62968,56,2173530,5.58,121282,0.31,375,High
25,Male,Delhi,Video,66885,8,2252044,3.61,81298,2.14,1739,High
18,Female,Bangalore,Carousel,38907,20,1259913,4.24,53420,3.01,1607,High
22,Female,Delhi,Image,49359,51,1597231,3.25,51910,2.97,1541,High
20,Male,Mumbai,Video,45454,41,1529990,5.77,88280,0.2,176,High
18,Male,Kolkata,Image,29573,31,818904,7.03,57568,1.13,650,High
21,Male,Chennai,Shorts,31731,9,1186160,6.74,79947,0.4,319,High
57,Female,Mumbai,Shorts,47537,19,1105062,6.31,69729,2.89,2015,High
52,Female,Hyderabad,Image,49144,27,1851633,0.21,3888,3.26,126,High
49,Male,Chennai,Shorts,49176,53,1320181,7.3,96373,0.88,848,High
59,Male,Bangalore,Shorts,49200,7,1107037,2.27,25129,1.73,434,High
51,Female,Chennai,Video,37760,22,1208343,7.11,85913,1.72,1477,High
42,Male,Kolkata,Image,81821,47,2251707,1.66,37378,4.12,1539,High
27,Female,Delhi,Video,53477,30,1941751,3.57,69320,1.05,727,High
38,Female,Kolkata,Image,41367,10,1183748,6.02,71261,2.79,1988,High
56,Female,Kolkata,Video,56034,48,1869949,5.16,96489,3.94,3801,High
44,Female,Delhi,Carousel,37231,58,974171,3.39,33024,4.16,1373,High
44,Female,Chennai,Carousel,50401,21,1219153,5.46,66565,3.37,2243,High
19,Female,Hyderabad,Image,56010,50,1554904,4.44,69037,1.57,1083,High
58,Male,Delhi,Carousel,58264,42,1872382,2.28,42690,4.13,1763,High
30,Female,Delhi,Video,31140,46,1031955,5.21,53764,3.74,2010,High
26,Female,Bangalore,Image,95436,52,3012367,1.71,51511,3.55,1828,High
53,Male,Chennai,Carousel,67727,54,2692902,5.58,150263,0.43,646,High
39,Female,Delhi,Carousel,80487,31,2722234,0.12,3266,0.31,10,High
59,Male,Hyderabad,Image,46158,24,1783111,4.44,79170,3.51,2778,High
43,Female,Mumbai,Carousel,53701,10,1200702,3.27,39262,4.73,1857,High
29,Male,Chennai,Carousel,50546,55,1072982,2.49,26717,3.89,1039,High
34,Male,Bangalore,Image,41794,39,1095837,4.17,45696,4.17,1905,High
31,Female,Kolkata,Carousel,61364,16,1394915,5.2,72535,2.77,2009,High
31,Female,Delhi,Carousel,36745,52,1121367,7.73,86681,1.59,1378,High
51,Female,Hyderabad,Carousel,60473,7,1837170,6.68,122722,3.42,4197,High
37,Female,Chennai,Carousel,42528,52,1339691,5.77,77300,3.59,2775,High
28,Male,Hyderabad,Shorts,55985,8,1954146,3.88,75820,3.41,2585,High
33,Male,Hyderabad,Image,71924,56,2835737,3.2,90743,4.74,4301,High
48,Male,Kolkata,Shorts,48004,49,1803308,0.36,6491,1.9,123,High
23,Female,Bangalore,Shorts,61703,8,1380140,2.94,40576,0.29,117,High
36,Male,Chennai,Video,42366,8,1134161,6.8,77122,4.55,3509,High
54,Female,Delhi,Shorts,32279,43,810759,3.13,25376,0.89,225,High
21,Female,Bangalore,Shorts,74925,25,1763482,3.75,66130,3.52,2327,High
21,Male,Delhi,Video,61215,48,1891226,2.25,42552,4.38,1863,High
37,Female,Mumbai,Carousel,47983,6,1490627,2.27,33837,1.62,548,High
27,Male,Hyderabad,Carousel,60446,20,1483644,0.59,8753,4.17,365,High
41,Female,Mumbai,Shorts,34754,11,1189908,4.95,58900,1.73,1018,High
52,Male,Hyderabad,Video,56633,23,1962823,3.64,71446,3.99,2850,High
43,Female,Kolkata,Carousel,53255,47,1087447,4.89,53176,0.44,233,High
54,Male,Bangalore,Video,59758,37,1668158,4.42,73732,3.31,2440,High
55,Male,Delhi,Image,74625,13,2821071,6.41,180830,3.42,6184,High
38,Female,Kolkata,Image,71723,41,2180857,6.03,131505,2.51,3300,High
57,Female,Delhi,Image,29167,21,786136,6.19,48661,3.47,1688,High
56,Male,Bangalore,Image,20071,31,503258,4.04,20331,4.62,939,High
38,Female,Chennai,Shorts,53685,37,1335005,2.9,38715,3.7,1432,High
27,Female,Mumbai,Image,52540,53,1155637,7.47,86326,4.81,4152,High
55,Female,Mumbai,Image,32957,16,1197828,0.53,6348,2.3,146,High
21,Male,Delhi,Video,35588,49,773449,1.31,10132,2.69,272,High
37,Male,Delhi,Carousel,38444,15,993637,3.41,33883,1.39,470,High
34,Female,Delhi,Video,70025,17,1464477,4.95,72491,4.93,3573,High
24,Female,Bangalore,Shorts,42912,35,1528876,0.16,2446,0.37,9,High
21,Male,Chennai,Image,27441,17,570396,5.78,32968,1.86,613,High
46,Female,Mumbai,Carousel,49033,42,1283012,4.51,57863,1.56,902,High
31,Male,Kolkata,Carousel,49959,30,1572009,3.93,61779,1.99,1229,High
20,Female,Hyderabad,Image,34518,35,973112,3.45,33572,4.6,1544,High
41,Female,Bangalore,Image,58855,26,1509382,4.2,63394,1.9,1204,High
54,Female,Mumbai,Shorts,67058,10,1710247,1.38,23601,4.59,1083,High
33,Male,Chennai,Shorts,44669,24,1606123,0.96,15418,2.17,334,High
21,Male,Bangalore,Image,27441,25,1083372,2.39,25892,4.29,1110,High
41,Male,Kolkata,Image,45893,14,1237335,5.71,70651,2.66,1879,High
51,Male,Mumbai,Image,54525,23,1133190,4.75,53826,1.63,877,High
47,Female,Bangalore,Image,17631,39,365521,3.89,14218,2.3,327,High
35,Female,Mumbai,Carousel,57222,30,2013340,4.62,93016,2.18,2027,High
36,Male,Mumbai,Shorts,44375,11,1377729,4.52,62273,1.37,853,High
48,Female,Chennai,Image,50655,41,1806984,2.53,45716,1.52,694,High
36,Female,Hyderabad,Image,45655,12,1550006,0.87,13485,1.01,136,High
36,Male,Chennai,Carousel,38698,9,1476348,7.18,106001,1.75,1855,High
39,Female,Mumbai,Video,48335,48,1823031,4.84,88234,3.16,2788,High
41,Female,Bangalore,Image,42366,40,1515292,5.61,85007,1.99,1691,High
29,Male,Kolkata,Carousel,44636,55,1316939,3.77,49648,3.59,1782,High
47,Female,Chennai,Carousel,36793,32,962616,6.08,58527,4.94,2891,High
55,Female,Hyderabad,Video,58051,54,1749707,4.72,82586,1.95,1610,High
48,Female,Mumbai,Shorts,68551,7,2059399,0.53,10914,2.37,258,High
53,Male,Kolkata,Shorts,36900,43,1188410,7.13,84733,0.9,762,High
36,Male,Chennai,Shorts,48247,12,1144531,2.51,28727,2.02,580,High
53,Female,Chennai,Image,33572,19,1111652,1.19,13228,3.66,484,High
47,Female,Chennai,Shorts,55820,57,1626163,0.8,13009,1.17,152,High
50,Female,Chennai,Image,53363,31,1729200,5.79,100120,0.99,991,High
35,Male,Kolkata,Image,41315,53,1024299,5.66,57975,1.94,1124,High
45,Male,Bangalore,Carousel,48758,55,1398786,5.63,78751,4.11,3236,High
28,Male,Hyderabad,Shorts,62979,40,1524348,7.33,111734,3.16,3530,High
50,Female,Hyderabad,Shorts,25889,20,971011,2.86,27770,4.79,1330,High
34,Female,Mumbai,Shorts,30622,30,911306,4.53,41282,4.53,1870,High
23,Female,Delhi,Image,58727,49,1438802,4.99,71796,0.84,603,High
21,Female,Bangalore,Image,50817,48,1058225,7.84,82964,0.31,257,High
37,Female,Mumbai,Shorts,48947,8,1640464,2.57,42159,2.06,868,High
44,Male,Mumbai,Image,64144,16,1558262,7.66,119362,2.66,3175,High
32,Female,Chennai,Image,60566,21,2410040,1.28,30848,2.63,811,High
23,Female,Delhi,Video,75726,45,2322837,6.14,142622,0.76,1083,High
31,Female,Delhi,Video,63424,48,1635042,5.1,83387,0.71,592,High
28,Male,Bangalore,Shorts,57885,30,1919122,6.55,125702,0.33,414,High
56,Female,Delhi,Shorts,49190,35,1254576,0.33,4140,4.27,176,High
26,Male,Mumbai,Video,47837,19,1741549,0.72,12539,4.74,594,High
43,Male,Delhi,Image,49951,56,1306964,0.65,8495,0.67,56,High
33,Male,Delhi,Image,53344,38,2121249,4.78,101395,1.14,1155,High
22,Male,Hyderabad,Carousel,31899,33,1024051,4.86,49768,0.54,268,High
27,Male,Mumbai,Shorts,53953,13,1990263,7.26,144493,4.4,6357,High
20,Female,Kolkata,Shorts,46350,18,994502,3.79,37691,4.8,1809,High
30,Female,Delhi,Shorts,55355,40,1492722,0.64,9553,1.38,131,High
47,Male,Delhi,Carousel,41334,8,1436376,1.76,25280,1.59,401,High
23,Male,Chennai,Carousel,40108,42,1327642,0.16,2124,1.88,39,High
34,Male,Delhi,Image,53460,41,1276901,6.24,79678,2.56,2039,High
36,Female,Delhi,Video,57159,28,1550385,6.54,101395,3.44,3487,High
59,Female,Hyderabad,Video,40940,21,1034532,7.98,82555,2.57,2121,High
52,Male,Mumbai,Video,69788,17,2251881,3.36,75663,4.76,3601,High
43,Female,Bangalore,Image,69685,24,1873931,0.25,4684,0.59,27,High
22,Female,Mumbai,Video,26265,21,687648,1.95,13409,4.01,537,High
46,Male,Chennai,Carousel,38344,55,925928,4.74,43888,1.74,763,High
54,Male,Mumbai,Carousel,51743,31,1458148,7.7,112277,1.95,2189,High
37,Female,Delhi,Shorts,55561,59,1328480,0.92,12222,3.57,436,High
38,Female,Chennai,Video,81985,37,3218029,1.06,34111,4.65,1586,High
27,Female,Mumbai,Carousel,52113,25,1203300,5.64,67866,3.61,2449,High
22,Male,Chennai,Shorts,48253,21,1846487,5.37,99156,3.9,3867,High
53,Male,Bangalore,Video,32929,26,940777,2.08,19568,3.78,739,High
23,Male,Mumbai,Video,26219,29,722528,6.52,47108,1.67,786,High
43,Female,Kolkata,Carousel,47994,7,1181941,1.12,13237,3.81,504,High
21,Female,Delhi,Shorts,80860,31,2645370,7.41,196021,3.94,7723,High
56,Male,Chennai,Shorts,46823,31,1578445,1.69,26675,2.71,722,High
56,Female,Kolkata,Carousel,38409,50,1127359,0.74,8342,2.73,227,High
52,Male,Kolkata,Carousel,56781,16,1198882,2.78,33328,3.82,1273,High
18,Female,Hyderabad,Carousel,19916,19,764200,1.58,12074,4.1,495,High
41,Male,Chennai,Video,51189,42,2027435,4.26,86368,1.75,1511,High
53,Female,Kolkata,Carousel,62365,24,1784959,5.53,98708,4.03,3977,High
23,Female,Hyderabad,Carousel,35786,26,1154949,3.98,45966,4.09,1880,High
58,Male,Kolkata,Image,70533,6,2045879,5.32,108840,1.25,1360,High
48,Male,Delhi,Carousel,59895,8,1583485,2.98,47187,3.61,1703,High
37,Male,Bangalore,Carousel,70668,49,1522656,0.32,4872,1.01,49,High
41,Male,Hyderabad,Video,29355,17,854866,7.8,66679,0.56,373,High
42,Male,Bangalore,Shorts,47289,59,1719809,6.57,112991,2.92,3299,High
53,Female,Chennai,Video,63831,36,1298380,0.68,8828,4.55,401,High
38,Male,Delhi,Image,27532,26,871175,3.65,31797,0.27,85,High
47,Male,Hyderabad,Carousel,64206,29,2415139,5.12,123655,4.15,5131,High
41,Male,Chennai,Carousel,47302,31,1151857,1.61,18544,2.58,478,High
59,Male,Kolkata,Carousel,64094,59,1516802,4.67,70834,4.32,3060,High
47,Male,Mumbai,Carousel,53262,21,1887901,4.32,81557,4.23,3449,High
39,Female,Chennai,Carousel,71162,10,1786299,1.75,31260,4.39,1372,High
45,Male,Bangalore,Carousel,30621,47,730003,1.22,8906,3.87,344,High
24,Male,Delhi,Image,54936,55,1514025,6.1,92355,4.23,3906,High
52,Male,Delhi,Carousel,27326,20,761044,2.65,20167,0.96,193,High
45,Female,Chennai,Carousel,56293,12,2109978,2.03,42832,1.59,681,High
31,Female,Kolkata,Carousel,54917,37,1777610,5.93,105412,1.29,1359,High
27,Male,Mumbai,Image,45723,14,1285717,5.91,75985,3.74,2841,High
33,Male,Bangalore,Carousel,38243,38,1173593,2.28,26757,0.85,227,High
33,Female,Chennai,Image,45119,23,1763239,6.99,123250,0.99,1220,High
48,Female,Chennai,Video,51464,18,1145827,5.54,63478,4.41,2799,High
59,Female,Delhi,Carousel,54262,7,1310680,2.83,37092,3.56,1320,High
42,Male,Bangalore,Shorts,78984,59,3100196,3.48,107886,4.39,4736,High
30,Male,Mumbai,Image,63101,45,2470192,5.84,144259,0.78,1125,High
23,Female,Delhi,Video,41196,27,969903,1.77,17167,2.06,353,High
26,Male,Chennai,Image,58690,44,1344143,3.8,51077,1.49,761,High
53,Female,Delhi,Image,63219,15,1796813,5.26,94512,0.15,141,High
37,Female,Delhi,Video,40160,51,843144,4.36,36761,1.49,547,High
35,Female,Hyderabad,Carousel,60532,10,2003503,4.91,98371,1.96,1928,High
38,Male,Delhi,Carousel,27698,38,596911,4.42,26383,0.55,145,High
21,Female,Kolkata,Image,39614,5,838257,1.67,13998,2.88,403,High
50,Female,Delhi,Video,28636,39,850612,3.34,28410,1.98,562,High
44,Male,Kolkata,Carousel,46834,29,1833825,4.3,78854,0.33,260,High
24,Female,Bangalore,Image,42895,33,1224057,6.26,76625,3.55,2720,High
23,Male,Delhi,Shorts,44045,27,1194942,5.27,62973,3.67,2311,High
32,Female,Mumbai,Video,62232,22,2486742,3.47,86289,4.19,3615,High
35,Male,Kolkata,Shorts,51358,18,1573599,7.8,122740,2.48,3043,High
49,Female,Kolkata,Shorts,62004,21,1705432,0.95,16201,4.85,785,High
28,Female,Chennai,Image,74395,6,2062029,1.73,35673,4.58,1633,High
37,Female,Bangalore,Video,81419,35,1945871,2.8,54484,2.8,1525,High
41,Female,Delhi,Carousel,47902,23,1448798,1.91,27672,2.28,630,High
32,Female,Mumbai,Carousel,58021,36,1669681,5.04,84151,0.11,92,High
24,Male,Chennai,Image,47678,58,1211795,0.41,4968,3.58,177,High
38,Male,Bangalore,Carousel,65212,32,1513645,1.5,22704,2.87,651,High
59,Female,Kolkata,Carousel,62295,45,1633681,2.42,39535,4.69,1854,High
43,Female,Mumbai,Shorts,40091,12,1209720,5.5,66534,3.01,2002,High
31,Female,Delhi,Shorts,42299,46,895338,7.02,62852,4.96,3117,High
54,Male,Hyderabad,Video,70790,45,1633486,6.41,104706,4.28,4481,High
38,Male,Hyderabad,Shorts,41762,44,1626778,1.54,25052,4.77,1194,High
35,Female,Bangalore,Carousel,48323,43,1491110,4.57,68143,1.71,1165,High
22,Male,Mumbai,Video,60125,26,1278810,0.34,4347,0.83,36,High
20,Female,Chennai,Video,47516,28,1608987,2.55,41029,4.0,1641,High
40,Female,Mumbai,Image,73009,42,1550433,6.47,100313,3.95,3962,High
43,Female,Kolkata,Shorts,65496,6,2277806,3.71,84506,1.14,963,High
54,Male,Hyderabad,Video,36737,45,1285783,1.28,16458,3.85,633,High
41,Female,Bangalore,Carousel,41217,45,1361063,3.56,48453,2.95,1429,High
36,Female,Delhi,Video,58813,23,2037537,1.66,33823,0.64,216,High
42,Female,Mumbai,Video,49219,45,1070985,3.21,34378,2.56,880,High
38,Male,Hyderabad,Image,20891,6,721504,3.95,28499,4.66,1328,High
